date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:11	129100/129100	---M--	200	added ('OK')	image/png	etag:%22166addeab38d56e7128ed6aa514e125d%22	https://public-assets.envato-static.com/assets/header-footer/cross-sell-elements-1x-080389fdc19b4cd6f665df2a1e9d17804c7a735175b070e0ae7a9abd1c8afbce.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/header-footer/cross-sell-elements-1x-080389fdc19b4cd6f665df2a1e9d17804c7a735175b070e0ae7a9abd1c8afbce.png	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:11	147990/147990	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a0f33b5e55618afd323bd2edc85a4cf3%22	https://public-assets.envato-static.com/assets/market/core/index-b0eb278b7cdd39cb3281766cf6580bfb5c2f6a00e83786a5a89655235d7b2778.js	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/market/core/index-b0eb278b7cdd39cb3281766cf6580bfb5c2f6a00e83786a5a89655235d7b2778.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:11	495698/495698	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f9ede0240ef780c4a79b6fd158d28242%22	https://public-assets.envato-static.com/assets/market/pages/default/index-faba7fdae555abc07c5937a2e409364782a57c940cbee08a5b543be3d6016215.js	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/market/pages/default/index-faba7fdae555abc07c5937a2e409364782a57c940cbee08a5b543be3d6016215.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:11	1850/1850	---M--	200	added ('OK')	application/javascript	etag:%2215057b260c8445c12e03c503b19eab1b%22	https://public-assets.envato-static.com/assets/market/core/lazyload-f0fdf08f4783c5b030b32eb74e26ace288ccfeeee00a96df46f974edf09fc853.js	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/market/core/lazyload-f0fdf08f4783c5b030b32eb74e26ace288ccfeeee00a96df46f974edf09fc853.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:12	113151/113151	---M-Z	200	added ('OK')	application/javascript	etag:%2236e8edb062edb1:0%22	https://consent.cookiebot.com/uc.js	C:/My%20Web%20Sites/future%202/consent.cookiebot.com/uc.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:12	892/892	---M--	200	added ('OK')	application/javascript	etag:%22bdc098124c5a4a643ff87d707e8b3fdf%22	https://public-assets.envato-static.com/assets/market/core/standard_measurements-3bc54d0cbac28acaf9e49915490168f52bb9b8bea5d35f6edabb67a686a83af4.js	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/market/core/standard_measurements-3bc54d0cbac28acaf9e49915490168f52bb9b8bea5d35f6edabb67a686a83af4.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:13	21/21	---MCZ	404	error ('Not%20Found')	text/plain	date:Mon,%2030%20Sep%202024%2009:20:01%20GMT	https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/linkid.js	C:/My%20Web%20Sites/future%202/themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/linkid.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:13	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/future%202/www.google-analytics.com/analytics.js	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/47135920)
16:20:13	4582/4582	---M--	200	added ('OK')	image/gif	etag:%22b82fe82bf7b78763e2fb6079e484ba04%22	https://public-assets.envato-static.com/assets/common/pagination_loader-ccdae013a8bbb92cbd0d52d6e1db2fea8a05b335a67409822029a16505e9adb5.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/pagination_loader-ccdae013a8bbb92cbd0d52d6e1db2fea8a05b335a67409822029a16505e9adb5.gif	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:14	6660/6660	---M--	200	added ('OK')	image/gif	etag:%2274e155788e5135bf381cb1c1d344396e%22	https://public-assets.envato-static.com/assets/common/input-validation__pending-eda46ca6b1d93ee958f6291dcffb19f26970274b1a3405d86e6194d9486f330b.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/input-validation__pending-eda46ca6b1d93ee958f6291dcffb19f26970274b1a3405d86e6194d9486f330b.gif	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:14	124777/124777	---M--	200	added ('OK')	image/png	etag:%2284b0b1f921a5a63a2f0fdf696c13d41e%22	https://public-assets.envato-static.com/assets/generated_sprites/logos_2x-e385160dbd01e36a8d63d91938791184292305a2df166640baee0f7be3c9b481.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/generated_sprites/logos_2x-e385160dbd01e36a8d63d91938791184292305a2df166640baee0f7be3c9b481.png	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:14	64841/64841	---M--	200	added ('OK')	image/jpeg	etag:%22df8b48b53438724d0234eefaa330fda7%22	https://public-assets.envato-static.com/assets/community-research/bg-community-research-b8a71218af174a3ae434a3f085b1de4466416b2af9b6915620830121b5a93ad7.jpg	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/community-research/bg-community-research-b8a71218af174a3ae434a3f085b1de4466416b2af9b6915620830121b5a93ad7.jpg	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:14	32134/32134	---M--	200	added ('OK')	image/jpeg	etag:%224a58a3a49c8911a6fec40b8cdebf853e%22	https://public-assets.envato-static.com/assets/badges/bg-badges-6eebf349b6d8ee7ced4be440ca5e67d25ec10f8dcc1ecff89b1614b32bc13e40.jpg	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/badges/bg-badges-6eebf349b6d8ee7ced4be440ca5e67d25ec10f8dcc1ecff89b1614b32bc13e40.jpg	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:15	22310/22310	---M--	200	added ('OK')	image/png	etag:%2299a53d8c1bbc9f8646d60d3cc95cb5f5%22	https://public-assets.envato-static.com/assets/common/bg-page-section--light-df7df4ee3302cefd79e92f8178eed1e5d4e535f3b5450288dcc05ba63bfbe904.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/bg-page-section--light-df7df4ee3302cefd79e92f8178eed1e5d4e535f3b5450288dcc05ba63bfbe904.png	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:15	22101/22101	---M--	200	added ('OK')	image/png	etag:%226b195cc4074de3a0c0bdad888e12e85e%22	https://public-assets.envato-static.com/assets/common/bg-page-section-a07ab97ca4070e5b25b36ca4d0f246eb1c7ed28403482e573fac8b14dcd2c112.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/bg-page-section-a07ab97ca4070e5b25b36ca4d0f246eb1c7ed28403482e573fac8b14dcd2c112.png	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:15	1849/1849	---M--	200	added ('OK')	image/gif	etag:%22ace1ebceb97ad38646536b9883357eeb%22	https://public-assets.envato-static.com/assets/common/small_loader_white-6f8d2990cd27635755902725fb95d2f8cbe1730dd684ec9aeded751b88f7485f.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/small_loader_white-6f8d2990cd27635755902725fb95d2f8cbe1730dd684ec9aeded751b88f7485f.gif	(from https://public-assets.envato-static.com/assets/market/core/index-dd9847f84fb155bc40f7567e229024b41421fea59832d7b3387b43b4edfcd38a.css)
16:20:16	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2030%20Sep%202024%2009:20:04%20GMT	https://public-assets.envato-static.com/images/down.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/images/down.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
